2024-06-08 11:07:11,379 INFO    StreamThr :37245 [internal.py:wandb_internal():85] W&B internal server running at pid: 37245, started at: 2024-06-08 11:07:11.378753
2024-06-08 11:07:11,380 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: status
2024-06-08 11:07:11,381 INFO    WriterThread:37245 [datastore.py:open_for_write():87] open: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/run-rt1n4l6w.wandb
2024-06-08 11:07:11,382 DEBUG   SenderThread:37245 [sender.py:send():379] send: header
2024-06-08 11:07:11,384 DEBUG   SenderThread:37245 [sender.py:send():379] send: run
2024-06-08 11:07:11,388 INFO    SenderThread:37245 [sender.py:_setup_resume():749] checking resume status for None/mp_test/rt1n4l6w
2024-06-08 11:07:12,072 INFO    SenderThread:37245 [dir_watcher.py:__init__():211] watching files in: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files
2024-06-08 11:07:12,072 INFO    SenderThread:37245 [sender.py:_start_run_threads():1188] run started: rt1n4l6w with start time 1717844831.378553
2024-06-08 11:07:12,077 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: check_version
2024-06-08 11:07:12,077 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: check_version
2024-06-08 11:07:12,162 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: run_start
2024-06-08 11:07:12,172 DEBUG   HandlerThread:37245 [system_info.py:__init__():26] System info init
2024-06-08 11:07:12,172 DEBUG   HandlerThread:37245 [system_info.py:__init__():41] System info init done
2024-06-08 11:07:12,172 INFO    HandlerThread:37245 [system_monitor.py:start():194] Starting system monitor
2024-06-08 11:07:12,173 INFO    SystemMonitor:37245 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-08 11:07:12,173 INFO    HandlerThread:37245 [system_monitor.py:probe():214] Collecting system info
2024-06-08 11:07:12,173 INFO    SystemMonitor:37245 [interfaces.py:start():188] Started cpu monitoring
2024-06-08 11:07:12,174 INFO    SystemMonitor:37245 [interfaces.py:start():188] Started disk monitoring
2024-06-08 11:07:12,175 INFO    SystemMonitor:37245 [interfaces.py:start():188] Started gpu monitoring
2024-06-08 11:07:12,175 INFO    SystemMonitor:37245 [interfaces.py:start():188] Started memory monitoring
2024-06-08 11:07:12,176 INFO    SystemMonitor:37245 [interfaces.py:start():188] Started network monitoring
2024-06-08 11:07:12,197 DEBUG   HandlerThread:37245 [system_info.py:probe():152] Probing system
2024-06-08 11:07:12,201 DEBUG   HandlerThread:37245 [system_info.py:_probe_git():137] Probing git
2024-06-08 11:07:12,206 DEBUG   HandlerThread:37245 [system_info.py:_probe_git():145] Probing git done
2024-06-08 11:07:12,206 DEBUG   HandlerThread:37245 [system_info.py:probe():200] Probing system done
2024-06-08 11:07:12,206 DEBUG   HandlerThread:37245 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-26-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-06-08T11:07:12.197951', 'startedAt': '2024-06-08T11:07:11.375648', 'docker': None, 'cuda': None, 'args': ('--save-root', 'checkpoints', '--data-root', 'data/public', '--wandb'), 'state': 'running', 'program': '/workspace/project2/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'git@gitlab.inf.ethz.ch:course-mp2024/StrawberryPudding.git', 'commit': '5bfb85f3941c5b196ee410d495e92d86b69cadcc'}, 'email': None, 'root': '/workspace/project2', 'host': '8d06e1c13f54', 'username': 'root', 'executable': '/usr/bin/python3', 'cpu_count': 24, 'cpu_count_logical': 48, 'cpu_freq': {'current': 2178.8458124999997, 'min': 1500.0, 'max': 2850.0}, 'cpu_freq_per_core': [{'current': 3635.927, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 3896.463, 'min': 1500.0, 'max': 2850.0}, {'current': 3119.103, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 3897.41, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1798.46, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1581.367, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1546.007, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 2685.273, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 2582.232, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 3897.361, 'min': 1500.0, 'max': 2850.0}, {'current': 3118.973, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 2850.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 3118.551, 'min': 1500.0, 'max': 2850.0}, {'current': 3118.739, 'min': 1500.0, 'max': 2850.0}, {'current': 1802.503, 'min': 1500.0, 'max': 2850.0}, {'current': 1498.503, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}, {'current': 1500.0, 'min': 1500.0, 'max': 2850.0}], 'disk': {'/': {'total': 20.0, 'used': 0.9017906188964844}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 251.5516700744629}}
2024-06-08 11:07:12,206 INFO    HandlerThread:37245 [system_monitor.py:probe():224] Finished collecting system info
2024-06-08 11:07:12,206 INFO    HandlerThread:37245 [system_monitor.py:probe():227] Publishing system info
2024-06-08 11:07:12,207 INFO    HandlerThread:37245 [system_monitor.py:probe():229] Finished publishing system info
2024-06-08 11:07:12,208 DEBUG   SenderThread:37245 [sender.py:send():379] send: files
2024-06-08 11:07:12,209 INFO    SenderThread:37245 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-08 11:07:12,286 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: python_packages
2024-06-08 11:07:12,286 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: python_packages
2024-06-08 11:07:12,287 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: stop_status
2024-06-08 11:07:12,287 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: stop_status
2024-06-08 11:07:12,288 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-08 11:07:12,798 DEBUG   SenderThread:37245 [sender.py:send():379] send: telemetry
2024-06-08 11:07:12,799 DEBUG   SenderThread:37245 [sender.py:send():379] send: telemetry
2024-06-08 11:07:13,011 INFO    wandb-upload_0:37245 [upload_job.py:push():130] Uploaded file /tmp/tmpy640knk5wandb/x97f0fgg-wandb-metadata.json
2024-06-08 11:07:13,014 DEBUG   SenderThread:37245 [sender.py:send():379] send: exit
2024-06-08 11:07:13,014 INFO    SenderThread:37245 [sender.py:send_exit():586] handling exit code: 1
2024-06-08 11:07:13,014 INFO    SenderThread:37245 [sender.py:send_exit():588] handling runtime: 0
2024-06-08 11:07:13,014 INFO    SenderThread:37245 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-06-08 11:07:13,014 INFO    SenderThread:37245 [sender.py:send_exit():594] send defer
2024-06-08 11:07:13,015 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,015 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 0
2024-06-08 11:07:13,015 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,015 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 0
2024-06-08 11:07:13,015 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 1
2024-06-08 11:07:13,015 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,015 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 1
2024-06-08 11:07:13,015 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,015 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 1
2024-06-08 11:07:13,015 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 2
2024-06-08 11:07:13,015 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,015 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 2
2024-06-08 11:07:13,015 INFO    HandlerThread:37245 [system_monitor.py:finish():203] Stopping system monitor
2024-06-08 11:07:13,015 DEBUG   SystemMonitor:37245 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-08 11:07:13,016 INFO    HandlerThread:37245 [interfaces.py:finish():200] Joined cpu monitor
2024-06-08 11:07:13,016 DEBUG   SystemMonitor:37245 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-06-08 11:07:13,016 INFO    HandlerThread:37245 [interfaces.py:finish():200] Joined disk monitor
2024-06-08 11:07:13,016 DEBUG   SystemMonitor:37245 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-06-08 11:07:13,029 INFO    HandlerThread:37245 [interfaces.py:finish():200] Joined gpu monitor
2024-06-08 11:07:13,029 INFO    HandlerThread:37245 [interfaces.py:finish():200] Joined memory monitor
2024-06-08 11:07:13,030 INFO    HandlerThread:37245 [interfaces.py:finish():200] Joined network monitor
2024-06-08 11:07:13,030 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,030 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 2
2024-06-08 11:07:13,030 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 3
2024-06-08 11:07:13,030 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,030 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 3
2024-06-08 11:07:13,030 DEBUG   SenderThread:37245 [sender.py:send():379] send: stats
2024-06-08 11:07:13,030 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,031 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 3
2024-06-08 11:07:13,031 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 4
2024-06-08 11:07:13,031 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,031 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 4
2024-06-08 11:07:13,031 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,031 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 4
2024-06-08 11:07:13,031 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 5
2024-06-08 11:07:13,031 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,031 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 5
2024-06-08 11:07:13,031 DEBUG   SenderThread:37245 [sender.py:send():379] send: summary
2024-06-08 11:07:13,031 INFO    SenderThread:37245 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-06-08 11:07:13,032 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,032 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 5
2024-06-08 11:07:13,032 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 6
2024-06-08 11:07:13,032 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,032 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 6
2024-06-08 11:07:13,032 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,032 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 6
2024-06-08 11:07:13,035 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: status_report
2024-06-08 11:07:13,073 INFO    Thread-12 :37245 [dir_watcher.py:_on_file_created():271] file/dir created: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/output.log
2024-06-08 11:07:13,073 INFO    Thread-12 :37245 [dir_watcher.py:_on_file_created():271] file/dir created: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/requirements.txt
2024-06-08 11:07:13,073 INFO    Thread-12 :37245 [dir_watcher.py:_on_file_created():271] file/dir created: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/wandb-metadata.json
2024-06-08 11:07:13,073 INFO    Thread-12 :37245 [dir_watcher.py:_on_file_created():271] file/dir created: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/wandb-summary.json
2024-06-08 11:07:13,192 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 7
2024-06-08 11:07:13,192 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:13,192 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 7
2024-06-08 11:07:13,193 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:13,193 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 7
2024-06-08 11:07:14,014 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-08 11:07:14,072 INFO    Thread-12 :37245 [dir_watcher.py:_on_file_modified():288] file/dir modified: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/config.yaml
2024-06-08 11:07:14,975 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 8
2024-06-08 11:07:14,975 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: poll_exit
2024-06-08 11:07:14,975 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:14,975 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 8
2024-06-08 11:07:14,976 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:14,976 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 8
2024-06-08 11:07:14,976 INFO    SenderThread:37245 [job_builder.py:build():440] Attempting to build job artifact
2024-06-08 11:07:14,976 INFO    SenderThread:37245 [job_builder.py:_get_source_type():569] is repo sourced job
2024-06-08 11:07:14,989 INFO    SenderThread:37245 [job_builder.py:build():545] adding wandb-job metadata file
2024-06-08 11:07:14,991 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 9
2024-06-08 11:07:14,991 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:14,991 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 9
2024-06-08 11:07:14,991 DEBUG   SenderThread:37245 [sender.py:send():379] send: artifact
2024-06-08 11:07:15,015 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-08 11:07:15,073 INFO    Thread-12 :37245 [dir_watcher.py:_on_file_modified():288] file/dir modified: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/output.log
2024-06-08 11:07:16,056 INFO    wandb-upload_0:37245 [upload_job.py:push():85] Skipped uploading /root/.local/share/wandb/artifacts/staging/tmpoq_l9m_0
2024-06-08 11:07:16,298 INFO    wandb-upload_1:37245 [upload_job.py:push():88] Uploaded file /tmp/tmpaausz76t/wandb-job.json
2024-06-08 11:07:17,345 INFO    SenderThread:37245 [sender.py:send_artifact():1530] sent artifact job-git_gitlab.inf.ethz.ch_course-mp2024_StrawberryPudding.git_train.py - {'id': 'QXJ0aWZhY3Q6ODY0NzI0NDI4', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE4MzM3OTY5MQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6ODY0NjI3OTYy', 'versionIndex': 4}}}
2024-06-08 11:07:17,345 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:17,345 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 9
2024-06-08 11:07:17,345 INFO    SenderThread:37245 [dir_watcher.py:finish():358] shutting down directory watcher
2024-06-08 11:07:18,074 INFO    SenderThread:37245 [dir_watcher.py:finish():388] scan: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files
2024-06-08 11:07:18,074 INFO    SenderThread:37245 [dir_watcher.py:finish():402] scan save: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/config.yaml config.yaml
2024-06-08 11:07:18,074 INFO    SenderThread:37245 [dir_watcher.py:finish():402] scan save: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/wandb-metadata.json wandb-metadata.json
2024-06-08 11:07:18,074 INFO    SenderThread:37245 [dir_watcher.py:finish():402] scan save: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/requirements.txt requirements.txt
2024-06-08 11:07:18,076 INFO    SenderThread:37245 [dir_watcher.py:finish():402] scan save: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/output.log output.log
2024-06-08 11:07:18,078 INFO    SenderThread:37245 [dir_watcher.py:finish():402] scan save: checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/wandb-summary.json wandb-summary.json
2024-06-08 11:07:18,081 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 10
2024-06-08 11:07:18,081 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: poll_exit
2024-06-08 11:07:18,081 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:18,081 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 10
2024-06-08 11:07:18,083 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:18,083 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 10
2024-06-08 11:07:18,083 INFO    SenderThread:37245 [file_pusher.py:finish():169] shutting down file pusher
2024-06-08 11:07:18,517 INFO    wandb-upload_0:37245 [upload_job.py:push():130] Uploaded file checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/config.yaml
2024-06-08 11:07:18,675 INFO    wandb-upload_1:37245 [upload_job.py:push():130] Uploaded file checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/requirements.txt
2024-06-08 11:07:18,689 INFO    wandb-upload_3:37245 [upload_job.py:push():130] Uploaded file checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/wandb-summary.json
2024-06-08 11:07:18,722 INFO    wandb-upload_2:37245 [upload_job.py:push():130] Uploaded file checkpoints/mp-2024/20240608-110707/wandb/run-20240608_110711-rt1n4l6w/files/output.log
2024-06-08 11:07:18,922 INFO    Thread-11 (_thread_body):37245 [sender.py:transition_state():614] send defer: 11
2024-06-08 11:07:18,922 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:18,922 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 11
2024-06-08 11:07:18,923 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:18,923 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 11
2024-06-08 11:07:18,923 INFO    SenderThread:37245 [file_pusher.py:join():175] waiting for file pusher
2024-06-08 11:07:18,923 INFO    SenderThread:37245 [sender.py:transition_state():614] send defer: 12
2024-06-08 11:07:18,923 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: defer
2024-06-08 11:07:18,923 INFO    HandlerThread:37245 [handler.py:handle_request_defer():184] handle defer: 12
2024-06-08 11:07:18,924 DEBUG   SenderThread:37245 [sender.py:send_request():406] send_request: defer
2024-06-08 11:07:18,924 INFO    SenderThread:37245 [sender.py:send_request_defer():610] handle sender defer: 12
2024-06-08 11:07:18,924 INFO    SenderThread:37245 [file_stream.py:finish():601] file stream finish called
2024-06-08 11:07:19,017 DEBUG   HandlerThread:37245 [handler.py:handle_request():158] handle_request: poll_exit
